Plaats,Volgnummer,Puntnaam,Puntnummer,Omschrijving,datum,richting vanuit,X,Y,Picture,Opmerkingen,Personen,Voertuigen,Nakijken
Hooghalen,2,Beilen 5,179805,Zuivelfabriek,1948,O,232683.31,548898.51,Hooghalen%2002.jpg,gesloopt??,,,
Hoogkarspel,1,Hoogkarspel 1,209…,H.K. Hoogkarspel,,,140769.41,523066.62,Hoogkarspel%2001.jpg,gesloopt,,,
Hoogkarspel,2,Hoogkarspel 2,209302,Watertoren Hoogkarspel,25 juni 1937,Z,140626.57,523084.8,Hoogkarspel%2002.jpg,,,,
Hoogkarspel,3,Hoogkarspel 3,209…,R.K.K. Hoogkarspel,28 juni 1937,Z,140870.9,522983.34,Hoogkarspel%2003.jpg,,,,
Hoogkarspel,4,Hoogkarspel 3,209…,R.K.K. Hoogkarspel,,,140870.9,522983.34,Hoogkarspel%2004.jpg,,,,
Hoogkerk,1,Hoogkerk 2,79338,G.K. Hoogkerk,1981,,229171.18,581557.87,Hoogkerk%2001.jpg,,,,
Hoogkerk,2,,79338,C.S.M. Hoogkerk,1986,,229168.38,581482.15,Hoogkerk%2002.jpg,,,,
Hoogkerk,3,,79338,C.S.M. Hoogkerk,1986,,229168.38,581482.15,Hoogkerk%2003.jpg,,,,
Hoogkerk,4,,79338,C.S.M. Hoogkerk,1986,,229168.38,581482.15,Hoogkerk%2004.jpg,,,,
Hoogkerk,5,,079…,H.K. Hoogkerk,,NW,229393.14,581663.66,Hoogkerk%2005.jpg,,,,
Hoogkerk,6,Hoogkerk 2,79338,G.K. Hoogkerk,,ZW,229171.18,581557.87,Hoogkerk%2006.jpg,,,,
Hoogkerk,7,,79338,C.S.M. Hoogkerk,1981,,229168.38,581482.15,Hoogkerk%2007.jpg,,,,
Hoogland,1,Hoogland 1,329327,R.K.K. Hoogland,1948,ZW,154755.76,466899.19,Hoogland%2001.jpg,,,,
Hoogland,2,Hoogland 1,329327,R.K.K. Hoogland,1917,,154755.76,466899.19,Hoogland%2002.jpg,,,,
Hoogland,3,Hoogland 4,329323,H.K. Hoogland,1941,O,154166.51,465651.48,Hoogland%2003.jpg,,,,
Hoogland,4,Hoogland 3,329…,Coöp. Zuivelfabriek Hoogland,1948,N,154209.32,466423.64,Hoogland%2004.jpg,gesloopt,,,
Hoogland,5,Hoogland 3,329…,Coöp. Zuivelfabriek Hoogland,1948,W,154209.32,466423.64,Hoogland%2005.jpg,gesloopt,,,
Hoogland,6,Hoogland 1,329327,R.K.K. Hoogland,1977,,154755.76,466899.19,Hoogland%2006.jpg,,,,
Hoogland,7,Hoogland 1,329327,R.K.K. Hoogland,1977,,154755.76,466899.19,Hoogland%2007.jpg,,,,
Hoogland,8,Hoogland 1,329327,R.K.K. Hoogland,1976,,154755.76,466899.19,Hoogland%2008.jpg,,,,
Hoogland,9,Hoogland 1,329327,R.K.K. Hoogland,1976,,154755.76,466899.19,Hoogland%2009.jpg,,,,
Hooglanderveen,1,Hoogland 2,329301,R.K.K. Hooglanderveen,,W,158097.02,466612.89,Hooglanderveen%2001.jpg,,,,
Hoogmade,1,Hoogmade 3,300321,R.K.K. Hoogmade,juni 1935,NW,99792.15,464737.47,Hoogmade%2001.jpg,,,,
Hoogmade,2,Hoogmade 1,300321,R.K.K. Hoogmade,1915,N,99792.15,464737.47,Hoogmade%2002.jpg,,,,
Hoogstraten,1,Hoogstraten 1,509101,Hotel de Tram,1947,ZO,111440.62,379267.8,Hoogstraten%2001.jpg,,,,
Hoogstraten,2,Hoogstraten 1,509101,R.K.K. Hoogstraten (B.),1947,ZW,111456.14,379266.47,Hoogstraten%2002.jpg,zeer zwaar beschadigd,,,
Hoogstraten,3,Hoogstraten 2,509101,Gebouw,1947,NO,111440.62,379267.8,Hoogstraten%2003.jpg,,,,
Hoogstraten,4,Hoogstraten 1,509101,R.K.K. Hoogstraten (B.),18 juni 1894,ZW,111456.14,379266.47,Hoogstraten%2004.jpg,,,,
Hoogvliet,1,Hoogvliet 1,370311,H.K. Hoogvliet,16 mei 1913,Z,84142.1,431162.61,Hoogvliet%2001.jpg,,,,
Hoogvliet,2,Hoogvliet 1,370311,H.K. Hoogvliet,,,84142.1,431162.61,Hoogvliet%2002.jpg,,,,
Hoogwatum,1,,30310,Steen RD Hoogwatum,1980,,254900.84,601564.39,Hoogwatum%2001.jpg,,,,
Hoogwoud,1,Hoogwoud 2,140…,R.K.K. Hoogwoud,1938,Z,124947.02,525124.15,Hoogwoud%2001.jpg,,,,
Hoogwoud,2,Hoogwoud 1,140301,H.K. Hoogwoud,1938,W,124399.53,525634.64,Hoogwoud%2002.jpg,,,,
Hoogzand-Oostermeer,1,,60328,H.K. Hoogzand-Oostermeer,,,200654.49,577527.22,Hoogzand-Oostermeer%2001.jpg,,,,
Hoogzand-Oostermeer,2,Tietjerksteradeel 10,060…,Alleenstaande toren Oostermeer,1924,,200657.11,577840.17,Hoogzand-Oostermeer%2002.jpg,,,,
Hoonhorst,1,Dalfsen 3,210801,R.K.K. Hohenhorst,20 mei 1941,NO,212179.09,500115.38,Hoonhorst%2001.jpg,,,,
Hoonhorst,2,Dalfsen 3,210801,R.K.K. Hohenhorst,,,212179.09,500115.38,Hoonhorst%2002.jpg,,,,
Hoorn (NH),1,Hoorn 3,190330,R.K.K. Hoorn,1977,,132693.83,516976.45,Hoorn%20%28NH%29%2001.jpg,,,,
Hoorn (NH),2,Hoorn 5,190…,H.K. Noorderkerk Hoorn,,,132406.52,517360.86,Hoorn%20%28NH%29%2002.jpg,,,,
Hoorn (NH),3,Hoorn 7,190…,Watertoren Hoorn,6 juli 1937,O,131940.52,518119.63,Hoorn%20%28NH%29%2003.jpg,,,,
Hoorn (NH),4,Hoorn 1,190…,Hoofdtoren,,,133058.1,516663.51,Hoorn%20%28NH%29%2004.jpg,,,,
Hoorn (Terschelling),1,Hoorn (Tersch),19301,H.K. Hoorn,4 juni 1926,Z,151972.42,601228.04,Hoorn%20%28Terschelling%29%2001.jpg,,,,
Hoorn (Terschelling),2,Hoorn (Tersch),19301,H.K. Hoorn,1958,,151972.42,601228.04,Hoorn%20%28Terschelling%29%2002.jpg,,,,
Hoornaar,1,Hoornaar 1,300201,H.K. Hoornaar,5 mei 1954,NO,124654.64,432509.63,Hoornaar%2001.jpg,,,,
Hoornaar,2,Hoornaar 1,300201,H.K. Hoornaar,1956,,124654.64,432509.63,Hoornaar%2002.jpg,,,,
Hoornaar,3,Hoornaar 1,300201,H.K. Hoornaar,1956,,124654.64,432509.63,Hoornaar%2003.jpg,,,,
Hoornaar,4,Hoornaar 1,300201,H.K. Hoornaar,22 augustus 1907,NO,124654.64,432509.63,Hoornaar%2004.jpg,,,,
Hoornaar,5,Hoornaar 1,300201,H.K. Hoornaar,mei 1963,,124654.64,432509.63,Hoornaar%2005.jpg,,,,
Hoornaar,6,Hoornaar 1,300201,H.K. Hoornaar,mei 1963,,124654.64,432509.63,Hoornaar%2006.jpg,,,,
Hoornsterzwaag,1,Heerenveen 17,110307,H.K. Hoornsterzwaag,juli 1951,ZW,207708.95,557146.2,Hoornsterzwaag%2001.jpg,,,,
Hoornsterzwaag,2,Heerenveen 17,110307,H.K. Hoornsterzwaag,juli 1951,W,207708.95,557146.2,Hoornsterzwaag%2002.jpg,,,,
Hoornsterzwaag naan de Vaart,1,Heerenveen 20,110...,G.K. Hoornsterzwaag aan de Vaart,augustus 1951,ZW,205482.15,558385.94,Hoornsterzwaag%20aan%20de%20Vaart%2001.jpg,aan de Vaart,,,
Horbach (Dld),1,Horbach (D),620304,R.K.K. Horbach (D),1972,,201302.11,316170.16,Horbach%20%28Dld%29%2001.jpg,,,,
Horendonck (B),1,Horendonck (B),490…,R.K.K. Horendonck (B),1907,ZO,93573.34,387069.73,Horendonck%20%28B%29%2001.jpg,,,,
Horn,1,Horn 5,589317,Opl.school Rijkspolitie Exaten,1948,N,190360.17,358689.65,Horn%2001.jpg,,,,
Horn,2,Horn 4,589315,Kerk Horn,1949,NW,194338.58,357783.68,Horn%2002.jpg,,,,
Hornhuizen,1,Kloosterburen 3,20101,H.K. Hornhuizen,,,219681.4,600608.66,Hornhuizen%2001.jpg,,,,
Hornhuizen,2,Kloosterburen 3,20101,H.K. Hornhuizen,,,219681.4,600608.66,Hornhuizen%2002.jpg,,,,
Hornhuizen,3,Kloosterburen 3,20101,H.K. Hornhuizen,11 juli 1919,ZW,219681.4,600608.66,Hornhuizen%2003.jpg,,,,
Hornhuizen,4,Kloosterburen 3,20101,H.K. Hornhuizen,,ZW,219681.4,600608.66,Hornhuizen%2004.jpg,,,,
Hornhuizen,5,Kloosterburen 3,20101,H.K. Hornhuizen,augustus 1950,O,219681.4,600608.66,Hornhuizen%2005.jpg,,,,
Hornhuizen,6,Kloosterburen 3,20101,H.K. Hornhuizen,21 mei 1959,ZO,219681.4,600608.66,Hornhuizen%2006.jpg,,,,
Hornhuizen,7,Kloosterburen 3,20101,H.K. Hornhuizen,1966,,219681.4,600608.66,Hornhuizen%2007.jpg,,,,
Hornhuizen,8,Kloosterburen 3,20101,H.K. Hornhuizen,1897,,219681.4,600608.66,Hornhuizen%2008.jpg,,,,
Horssen,1,Horssen 2,390314,R.K.K. Horssen,1966,,170297.55,429939.44,Horssen%2001.jpg,,,,
Horssen,2,Horssen 2 en 3,390314,R.K.K. Horssen,1937,O,170260.49,429915.95,Horssen%2002.jpg,,,,
Horssen,3,Horssen 2 en 3,390314,R.K.K. Horssen,1937,ZW,170260.49,429915.95,Horssen%2003.jpg,,,,
Horssen,4,Horssen 2,390314,R.K.K. Horssen,1937,ZW,170297.55,429939.44,Horssen%2004.jpg,,,,
Horssen,5,Horssen 3,390314,R.K.K. Horssen,1937,O,170260.49,429915.95,Horssen%2005.jpg,,,,
Horst,1,Horst 8,520…,St. Antoniusgesticht Horst,1950,W,201312.41,384724.75,Horst%2001.jpg,,,,
Hout-Blerick,1,Venlo 30,580318,R.K.K. Hout-Blerick,,ZW,206633.02,374539.37,Hout-Blerick%2001.jpg,,,,
Hout-Blerick,2,Venlo 30,580318,R.K.K. Hout-Blerick,,Z,206633.02,374539.37,Hout-Blerick%2002.jpg,,,,
Hout-Blerick,3,Venlo 30,580318,R.K.K. Hout-Blerick,1953,ZO,206633.02,374539.37,Hout-Blerick%2003.jpg,,,,
Houten,1,Houten 1,380207,H.K. Houten,1963,Z,139505.34,448821.39,Houten%2001.jpg,,,,
Houten,2,Houten 1,380207,H.K. Houten,1963,Z,139505.34,448821.39,Houten%2002.jpg,,,,
Houten,3,Houten 1,380207,H.K. Houten,1964,,139505.34,448821.39,Houten%2003.jpg,,,,
Houten,4,Houten 1,380207,H.K. Houten,1964,,139505.34,448821.39,Houten%2004.jpg,,,,
Houten,5,Houten 2,380…,RK Houten,13-Sep-16,ZW,139679.19,448749.86,Houten%2005.jpg,,,,
Houten,6,Houten 1,380207,H.K. Houten,18 juli 1907,W,139505.34,448821.39,Houten%2006.jpg,,,,
Houthem,1,Valkenburg-Houthem 11,629353,Kerk Houthem,1903,,183900.05,320138.97,Houthem%2001.jpg,,,,
Houthem,2,Valkenburg-Houthem 13,629358,Kerk Houthem,Sep-51,NO,186327.88,322054,Houthem%2002.jpg,,,,
Houthem,3,Valkenburg-Houthem 2,629…,Kerk Houthem,1903,,186036.52,319460.45,Houthem%2003.jpg,,,,
Houwerzijl,1,Ulrum 7,60323,G.K. Houwerzijl,1941,Z,218461.51,594791.6,Houwerzijl%2001.jpg,,,,
Houwerzijl,2,Ulrum 7,60323,G.K. Houwerzijl,1972,,218461.51,594791.6,Houwerzijl%2002.jpg,,,,
Huijbergen,1,Huibergen 6,490…,Steen R.D. Overberg,1947,ZW,84538.66,383927.47,Huijbergen%2001.jpg,niet te vinden,,,
Huijbergen,2,Huibergen 7,490…,Pensionaat St. Marie,11-Sep-53,N,84993.93,382943.55,Huijbergen%2002.jpg,,,,
Huijbergen,3,Huibergen 5,490…,Retraitehuis Alverna,1947,ZW,84769.67,382885.26,Huijbergen%2003.jpg,gesloopt?,,,
Huijbergen,4,Huibergen 7,490…,Pensionaat St. Marie,,,84993.93,382943.55,Huijbergen%2004.jpg,,,,
Huijbergen,5,Huibergen 1,490…,Kerk met Pastorie,,ZW,84755.14,382962.05,Huijbergen%2005.jpg,,,,
Huijbergen,6,Huibergen 4,490…,R.K.K. Huijbergen,augustus 1934,W,84747.17,382949.92,Huijbergen%2006.jpg,,,,
Huijbergen,7,Huibergen 4,490…,R.K.K. Huijbergen,augustus 1934,Z,84747.17,382949.92,Huijbergen%2007.jpg,,,,
Huijbergen,8,Huibergen 2-1,490204,R.K.K. Huijbergen (nieuw),1962,,84766.3,383113.61,Huijbergen%2008.jpg,,,,
Huijbergen,9,Huibergen 2-1,490204,R.K.K. Huijbergen (nieuw),1962,,84766.3,383113.61,Huijbergen%2009.jpg,,,,
Huinen,1,,320335,PTT-zender,1986,,169560.52,471503.16,Huinen%2001.jpg,niet te vinden,,,
Huis ter Heide,1,,329341,Johannis Gesticht,4 juli 1940,N,147196.2,458565.9,Huis%20ter%20Heide%2001.jpg,,,,
Huis ter Heide,2,,329341,Johannis Gesticht,1977,,147196.2,458565.9,Huis%20ter%20Heide%2002.jpg,,,,
Huisduinen,1,Den Helder 9,99301,Vuurtoren Huisduinen,1982,W,110576.11,552251.55,Huisduinen%2001.jpg,,,,
Huisduinen,2,Den Helder 10,099...,H.K. Huisduinen,,N,110476.03,551992.5,Huisduinen%2002.jpg,,,,
Huisduinen,3,Den Helder 9,99301,Vuurtoren Huisduinen,1982,,110576.11,552251.55,Huisduinen%2003.jpg,,,,
Huisduinen,4,Den Helder 8,99803,Watertoren Huisduinen,28 augustus 1899,N,111059.352,551808.212,Huisduinen%2004.jpg,,,,
Huisduinen,5,Den Helder 8,99803,Pompstation Huisduinen,mei 1950,,111043.6,551735.37,Huisduinen%2005.jpg,,,,
Huisseling,1,,450325,R.K.K. Huisseling,,,172529.7,422160.68,Huisseling%2001.jpg,,,,
Huisseling,2,,450325,R.K.K. Huisseling,1974,,172529.7,422160.68,Huisseling%2002.jpg,,,,
Huisseling,3,,450325,R.K.K. Huisseling,1974,,172529.7,422160.68,Huisseling%2003.jpg,,,,
Huissen,1,Huissen 1,409205,R.K.K. Huissen,1964,,193102.54,438946.22,Huissen%2001.jpg,,,,
Huissen,2,Huissen 1,409…,R.K.K. Huissen,30-Sep-13,ZW,193103.02,438949.47,Huissen%2002.jpg,verwoest in WOII,,,
Huissen,4,Huissen 2,409...,H.K. Huissen,30-Sep-13,W,193209.49,438947.81,Huissen%2004.jpg,,,,
Huissen,5,Huissen 2,409...,H.K. Huissen,augustus 1951,NO,193209.49,438947.81,Huissen%2005.jpg,,,,
Huissen,6,Huissen 1,409205,R.K.K. Huissen (vastl 3),,W,193102.54,438946.22,Huissen%2006.jpg,Mariaplein 3,,,
Huissen,7,Huissen 3,409323,R.K.K. Het Zand,,NW,192219.4,437730.83,Huissen%2007.jpg,verwoest in WOII,,,
Huissen,8,Huissen 4,409...,Dominicanerklooster,,W,193242.44,438679.69,Huissen%2008.jpg,,,,
Huizen,1,Huizen 3,269…,H.K. Huizen,1973,,144635.49,478329.31,Huizen%2001.jpg,,,,
Huizen,2,Huizen 3,269…,H.K. Huizen,8 juli 1927,ZW,144635.49,478329.31,Huizen%2002.jpg,Lindelaan,,,
Huizen,3,Huizen 1,269201,H.K. Huizen,11  juni 1908,Z,144486.05,478870.01,Huizen%2003.jpg,,,,
Huizinga,1,Middelstum 4,70328,H.K. Huizinga,1942,N,240620.56,596176.59,Huizinge%201.jpg,,,,
Huizinga,2,Middelstum 4,70328,H.K. Huizinga,1981,,240620.56,596176.59,Huizinge%202.jpg,,,,
Huizum,1,Leeuwarden 32,69306,H.K. Huizum,1960,,183344.59,578369.82,Huizum%2001.jpg,,,,
Huizum,2,Leeuwarden 32,69306,H.K. Huizum,1960,,183344.59,578369.82,Huizum%2002.jpg,,,,
Huizum,3,Leeuwarden 25,69802,Basculebrug over het kanaal Fonejacht-Harlingen ,juli 1951,ZZO,182369.02,577456.82,Huizum%2003.jpg,Bij Huizum,,,
Huizum,4,Leeuwarden 32,69306,H.K. Huizum,1953,Z,183344.59,578369.82,Huizum%2004.jpg,,,,
Huizum,5,Leeuwarden 32,69306,H.K. Huizum,1960,ZO,183344.59,578369.82,Huizum%2005.jpg,,,,
Hulsberg,1,Hulsberg 1,629359,R.K.K. Hulsberg,,,188340.28,322311.09,Hulsberg%2001.jpg,,,,
Hulsberg,2,Hulsberg 5,629…,,oktober 1948,O,187336.55,320687.22,Hulsberg%2002.jpg,niet te lokaliseren,,,
Hulsberg,3,Hulsberg 5,629…,,,,187336.55,320687.22,Hulsberg%2003.jpg,niet te lokaliseren,,,
Hulsberg,4,Hulsberg 1,629359,R.K.K. Hulsberg,15-Sep-30,NW,188340.28,322311.09,Hulsberg%2004.jpg,,,,
Hulsberg,5,Hulsberg 1,629359,R.K.K. Hulsberg,15-Sep-30,ZW,188340.28,322311.09,Hulsberg%2005.jpg,,,,
Hulsberg,6,Hulsberg 1,629359,R.K.K. Hulsberg,28 mei 1930,NO,188340.28,322311.09,Hulsberg%2006.jpg,,,,
Hulst,1,Hulst 3,559…,Raadhuis,augustus 1952,NO,61996.31,366442.23,Hulst%2001.jpg,,,,
Hulst,2,Hulst 1,559103,R.K.K. Hulst,Sep-50,ZW,61995.66,366538.88,Hulst%2002.jpg,,,,
Hulst,3,Hulst 1,559103,R.K.K. Hulst,,,61995.66,366538.88,Hulst%2003.jpg,,,,
Hulst,4,Hulst 1,559103,R.K.K. Hulst,30 juni 1896,NW,61995.66,366538.88,Hulst%2004.jpg,,,,
Hulten,1,Hulten 1,500…,Genadeoord van de H. Gerardus Majella,,,124973.42,398228.58,Hulten%2001.jpg,,,,
Hummelo,1,Hummelo en Keppel 1,400323,H.K. Hummelo,,Z,213175.43,446676.71,Hummelo%2001.jpg,,,,
Hummelo,2,Hummelo en Keppel 1,400323,H.K. Hummelo,,Z,213175.43,446676.71,Hummelo%2002.jpg,,,,
Hunsel,1,Hunsel 2,589310,R.K.K. Hunsel,augustus 1956,Z,184655.06,355500.74,Hunsel%2001.jpg,,,,
Hunsel,2,Hunsel 2,589310,R.K.K. Hunsel,1945,Z,184655.06,355500.74,Hunsel%2002.jpg,1945?,,,
Hunsel,3,Hunsel 2,589310,R.K.K. Hunsel,,,184655.06,355500.74,Hunsel%2003.jpg,,,,
Hunsel,4,Hunsel 2,589310,R.K.K. Hunsel,,,184655.06,355500.74,Hunsel%2004.jpg,,,,
Hunsel,5,Hunsel 2,589310,R.K.K. Hunsel,9 juli 1932,W,184655.06,355500.74,Hunsel%2005.jpg,,,,
Hurwenen,1,Hurwenen 2,459…,R.K.K. Hurwenen,,N,149860.54,424386.72,Hurwenen%2001.jpg,,,,
Hurwenen,2,Hurwenen 5,459321,H.K. Hurwenen,1953,N,149890.86,424761.05,Hurwenen%2002.jpg,,,,
Hurwenen,3,Hurwenen 5,459321,H.K. Hurwenen,,,149890.86,424761.05,Hurwenen%2003.jpg,,,,
Hurwenen,4,Hurwenen 5,459321,H.K. Hurwenen,,,149890.86,424761.05,Hurwenen%2004.jpg,,,,
Hüthem (Dld),1,Hüthem 1,400302,Kerk Hüthem (Dld),1957,,211234.16,429212.1,H%25C3%2585them%2B%2528Dld%2529%2B01.jpg,,,,
Hydepark,1,,329…,Kasteel Hydepark ,24 augustus 1916,Z,149239.03,450901.28,Hydepark%2001.jpg,,Watertoren van kasteel,,
Icksberg (Dld),1,,580…,Mast,1962,,206490.72,364877.6,Icksberg%20%28Dld%29%2001.jpg,,,,
Idskenhuizen,1,,150313,G.K. Idskenhuizen,1976,,177050.72,549095.51,Idskenhuizen%2001.jpg,,,,
IJmuiden,1,,240306,Lichtopstand Zuiderhoofd IJmuiden,1979,,96903.04,497655.65,IJmuiden%2001.jpg,,,,
IJmuiden,2,IJmuiden 5,259…,Gebouw voor Chr. Belangen,5632,,101143.97,497463.03,IJmuiden%2002.jpg,Enschedestraat,,,
IJmuiden,3,IJmuiden 4,259…,G.K. IJmuiden,5633,Z,101184.56,497299.57,IJmuiden%2003.jpg,,,,
IJmuiden,4,IJmuiden 6,259…,Watertoren IJmuiden,5639,N,101151.77,496884.32,IJmuiden%2004.jpg,Vissershaven,,,
IJmuiden,5,IJmuiden 7,259…,H.K. IJmuiden,5639,ZO,101729.05,497477.95,IJmuiden%2005.jpg,Kon. Wilhelminastraat,,,
IJmuiden,6,IJmuiden 2,259333,R.K.K. IJmuiden,5627,W,101507.58,497501.14,IJmuiden%2006.jpg,Kanaalstraat,,,
IJmuiden,7,,259364,IJmuiden Noordersluis,1989,,101909.26,497997.4,IJmuiden%2007.jpg,,,,
IJmuiden,8,,259364,IJmuiden Noordersluis,1989,,101909.26,497997.4,IJmuiden%2008.jpg,,,,
IJmuiden,9,IJmuiden-Oost 3,259…,H.K. IJmuiden-Oost,13041,Z,102902.49,496849.21,IJmuiden%2009.jpg,Velserduinweg,,,
IJmuiden,10,IJmuiden-Oost 2,259334,Velesan College IJmuiden,13025,ZO,103537.61,497184.21,IJmuiden%2010.jpg,,,,
IJmuiden,11,Velsen 9,259332,Vuurtoren Oostlicht IJmuiden,1949,O,100324.56,497314.3,IJmuiden%2011.jpg,,,,
IJmuiden,12,IJmuiden-Oost 2,259334,Velesan College IJmuiden,,,103537.61,497184.21,IJmuiden%2012.jpg,,,,
IJmuiden,13,IJmuiden 1,259332,Vuurtoren Oostlicht IJmuiden,5635,Z,100324.56,497314.3,IJmuiden%2013.jpg,,,,
IJmuiden,14,IJmuiden-Oost 2,259334,Velesan College IJmuiden,13025,ZO,103537.61,497184.21,IJmuiden%2014.jpg,,,,
IJmuiden,15,,240306,Lichtopstand Zuiderhoofd IJmuiden,1979,,96903.04,497655.65,IJmuiden%2015.jpg,,,,
IJmuiden,16,,259332,Vuurtoren Oostlicht IJmuiden,,,100324.56,497314.3,IJmuiden%2016.jpg,,,,
IJmuiden,17,IJmuiden 3,259…,"Oud Katholieke Kerk,  Engelmunduskerk",5627,W,101279.95,497289.64,IJmuiden%2017.jpg,,,,
IJmuiden,18,Velseroord 2,259342,Watertoren Ijmuiden,6051,ZW,102294.64,497326.31,IJmuiden%2018.jpg,,,,
IJmuiden,19,Velseroord 1,259…,Klooster der Paters Capucijnen,5625,W,103234.6,497061.73,IJmuiden%2019.jpg,,,,
IJsselmonde,1,IJsselmonde 3,370…,Kerk Gereformeerde Gemeente  IJsselmonde,5011,ZW,96992,434667.45,IJsselmonde%2001.jpg,,,,
IJsselmonde,2,IJsselmonde 1,370321,H.K. IJsselmonde,5011,ZW,97277.15,435038.72,IJsselmonde%2002.jpg,,,,
IJsselmonde,3,IJsselmonde 1,370321,H.K. IJsselmonde,,,97277.15,435038.72,IJsselmonde%2003.jpg,drie foto' s,,,
IJsselmonde,4,IJsselmonde 2,370…,Watertoren IJsselmonde,3554,ZW,97272.62,435180.76,IJsselmonde%2004.jpg,,,,
IJsselmonde,5,IJsselmonde 2,370321,Watertoren IJsselmonde,,ZW,97272.62,435180.76,IJsselmonde%2005.jpg,,,,
IJsselmonde,6,IJsselmonde 1,370321,H.K. IJsselmonde,mei 1936,W,97277.15,435038.72,IJsselmonde%2006.jpg,,,,
IJsselmonde,7,IJsselmonde 1,370321,H.K. IJsselmonde,mei 1936,ZW,97277.15,435038.72,IJsselmonde%2007.jpg,,,,
IJsselmonde,8,IJsselmonde 1,370321,H.K. IJsselmonde,10023,WZW,97277.15,435038.72,IJsselmonde%2008.jpg,,,,
IJsselmuiden,1,IJsselmuiden 6,219...,R.K.K. IJsselmuiden,1940,W,192995.73,508561.65,IJsselmuiden%2001.jpg,,,,
IJsselmuiden,2,IJsselmuiden 7,219304,R.K. Begraafplaats IJsselmuiden,1940,O,192138.26,509319.51,IJsselmuiden%2002.jpg,,,,
IJsselstein,1,IJsselstein 2,380206,R.K.K. IJsselstein,6016,ZW,131188.71,447883.41,IJsselstein%2001.jpg,,,,
IJsselstein,2,IJsselstein 2,380206,Watertoren IJsselstein,6012,NW,131188.71,447883.41,IJsselstein%2002.jpg,,,,
IJsselstein,3,IJsselstein 2,380206,R.K.K. IJsselstein,1964,,131188.71,447883.41,IJsselstein%2003.jpg,,,,
IJsselstein,4,IJsselstein 2,380206,R.K.K. IJsselstein,1964,,131188.71,447883.41,IJsselstein%2004.jpg,,,,
IJsselstein,5,IJsselstein 1,380…,H.K. IJsselstein,2751,NW,131504.25,448129.26,IJsselstein%2005.jpg,,,,
IJsselstein,6,IJsselstein 1,380…,H.K. IJsselstein,1964,,131504.25,448129.26,IJsselstein%2006.jpg,,,,
IJsselstein,7,IJsselstein 1,380…,H.K. IJsselstein,1964,,131504.25,448129.26,IJsselstein%2007.jpg,,,,
IJsselsteyn (L),1,,529…,L.L.T.B. en R.K.K. Ysselsteyn,1965,,190317.43,389047.36,IJsselsteyn%20%28L%29%2001.jpg,,,,
IJsselsteyn (L),2,Venray 24,529204,R.K.K. IJsselsteyn,,,190369.02,389019.86,IJsselsteyn%20%28L%29%2002.jpg,,,,
IJsselsteyn (L),3,Venray 24,529204,R.K.K. IJsselsteyn,1947,NW,190369.02,389019.86,IJsselsteyn%20%28L%29%2003.jpg,,,,
IJsselsteyn (L),4,Venray 24,529204,R.K.K. IJsselsteyn,11540,W,190369.02,389019.86,IJsselsteyn%20%28L%29%2004.jpg,,,,
IJzendijke,1,IJzendijke 3,549…,Molen IJzendijke,17048,O,31487.7,371635.2,IJzendijke%2001.jpg,"Molen ""De Witte Juffer""",,,
IJzendijke,2,IJzendijke 5,549…,H.K. IJzendijke,2794,ZO,31481.14,371802.15,IJzendijke%2002.jpg,,,,
IJzendijke,3,IJzendijke 5,549…,H.K. IJzendijke,Sep-50,NW,31481.14,371802.15,IJzendijke%2003.jpg,,,,
IJzendijke,4,IJzendijke 4,549202,R.K.K. IJzendijke,juli 1952,W,31621.09,371702.49,IJzendijke%2004.jpg,,,,
IJzendijke,5,IJzendijke 4,549202,R.K.K. IJzendijke,19177,ZW,31621.09,371702.49,IJzendijke%2005.jpg,,,,
IJzendoorn,1,IJzendoorn,390323,H.K. IJzendoorn,1937,ZO,164970.96,435253.42,IJzendoorn%2001.jpg,,,,
IJzendoorn,2,IJzendoorn,390323,H.K. IJzendoorn,1937,Z,164970.96,435253.42,IJzendoorn%2002.jpg,,,,
IJzendoorn,3,Echteld 2,390323,H.K. IJzendoorn,18810,W,164970.96,435253.42,IJzendoorn%2003.jpg,,,,
IJzevoorde,1,,419319,Trafo Diepengaarsestraat,1978,,220775.14,443287.97,IJzevoorde%2001.jpg,,,,
IJzevoorde,2,,419319,Silo IJzevoorde,1978,,220736.42,443301.9,IJzevoorde%2002.jpg,,,,
IJzevoorde,3,,419319,Silo IJzevoorde,1978,,220762.23,443292.61,IJzevoorde%2003.jpg,,,,
Ilpendam,1,Ilpendam 1,250328,H.K. Ilpendam,11542,N,125383.67,497375.82,Ilpendam%2001.jpg,,,,
Imstenrade,1,,629373,Huize Imstenrade,1973,,197242.29,318280.97,Imstenrade%2001.jpg,,,,
Indoornik,1,Indoornik,390331,Kerk Indoornik,1951,W,177424.94,439569.21,Indoornik%2001.jpg,Gesloopt,,,
Indoornik,2,Indoornik,390331,Kerk Indoornik,1951,NW,177424.94,439569.21,Indoornik%2002.jpg,,,,
Indoornik,3,Indoornik,390331,R.K.K. Indoornik,1951,NW,177424.94,439569.21,Indoornik%2003.jpg,,,,
Indoornik,4,Heteren 5,390331,R.K.K. Indoornik,,W,177424.94,439569.21,Indoornik%2004.jpg,,,,
Indoornik,5,Heteren 5,390331,R.K.K. Indoornik,1947,W,177424.94,439569.21,Indoornik%2005.jpg,,,,
